Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,SalePrice
972,7,1626,2,764,2,2003,2004,0,2268,NridgHt,Gd,Gd,Y,173000
973,6,918,1,918,2,1979,1979,1,7892,SawyerW,TA,TA,Y,99500
974,7,1428,2,1428,2,2007,2008,0,11639,Somerst,Gd,Gd,Y,182000
975,7,2019,2,728,1,1910,1993,0,11414,BrkSide,TA,Gd,N,167500
976,7,1382,2,673,2,2000,2000,0,2651,Somerst,Gd,Gd,Y,165000
977,4,869,0,440,1,1923,1958,0,5900,BrkSide,TA,Fa,Y,85500
978,7,1241,2,1241,1,2006,2007,0,4274,Somerst,Gd,Gd,Y,199900
979,4,894,2,894,1,1954,1954,0,9450,Edwards,TA,TA,Y,110000
980,5,1121,2,1121,1,1963,1963,0,8816,Sawyer,TA,TA,Y,139000
981,7,999,2,944,1,1961,2007,0,12122,NAmes,Ex,Ex,Y,178400
982,8,2612,3,1225,2,1998,1999,1,12203,NoRidge,Gd,Gd,Y,336000
983,7,1266,2,1266,2,2007,2007,1,3182,Blmngtn,Gd,Gd,Y,159895
984,8,2290,2,1128,2,2002,2002,1,11250,CollgCr,Gd,Gd,Y,255900
985,5,1734,2,0,2,1977,1977,0,10125,Mitchel,TA,Gd,Y,126000
986,5,1164,1,1164,1,1950,1950,0,10880,Edwards,TA,TA,N,125000
987,6,1635,1,485,1,1910,2003,0,5310,OldTown,TA,Gd,Y,117000
988,9,1940,3,1930,2,2009,2010,1,10159,NridgHt,Ex,Ex,Y,395192
989,6,2030,2,848,2,1976,1976,1,12046,NWAmes,TA,Gd,Y,195000
990,7,1576,2,770,2,2006,2006,0,8125,Somerst,Gd,Gd,Y,197000
991,8,2392,3,1396,2,1997,1998,1,9452,NoRidge,Gd,Gd,Y,348000
992,8,1742,2,916,1,1882,1986,1,17671,OldTown,Gd,Gd,Y,168000
993,6,1851,2,822,2,1964,1993,1,9760,NAmes,TA,Gd,Y,187000
994,6,1500,2,750,2,2005,2006,0,8846,CollgCr,TA,Gd,Y,173900
995,10,1718,3,1700,2,2006,2007,1,12456,NridgHt,Ex,Ex,Y,337500
996,4,1230,1,747,1,1946,1950,0,4712,BrkSide,TA,TA,Y,121600
997,5,1050,1,1050,1,1961,1961,0,10659,NAmes,TA,TA,Y,136500
998,6,1442,2,1442,2,1970,1970,1,11717,NWAmes,TA,TA,Y,185000
999,3,1077,1,1007,1,1922,1950,1,9786,IDOTRR,TA,TA,N,91000
1000,7,1208,2,1187,2,2006,2006,0,6762,CollgCr,Gd,Gd,Y,206000
1001,3,944,2,0,1,1952,1952,0,10206,Edwards,TA,Fa,N,82000
1002,5,691,1,691,1,1920,1950,0,5400,OldTown,TA,Ex,Y,86000
1003,8,1574,3,1574,2,2006,2006,1,11957,Somerst,Gd,Gd,Y,232000
1004,5,1680,2,1680,2,1976,1976,0,11500,NWAmes,TA,TA,Y,136905
1005,7,1504,2,1346,2,2005,2006,1,3182,Blmngtn,Gd,Gd,Y,181000
1006,5,985,1,985,2,1977,1977,0,8385,CollgCr,Gd,TA,Y,149900
1007,6,1657,2,1657,2,1970,1970,1,12155,NAmes,TA,TA,Y,163500
1008,4,1092,1,546,1,1970,1970,0,2217,MeadowV,TA,TA,Y,88000
1009,7,1710,2,1710,2,2004,2005,1,12118,Mitchel,Gd,Gd,Y,240000
1010,5,1522,0,1008,2,1926,1950,0,6000,SWISU,TA,TA,Y,102000
1011,5,1271,1,720,2,1948,1950,1,21286,Sawyer,TA,TA,Y,135000
1012,5,1664,0,0,2,1965,1965,0,9825,Edwards,TA,TA,N,100000
1013,6,1502,1,602,1,1923,1996,2,10592,Crawfor,TA,Gd,Y,165000
1014,5,1022,1,1022,1,1910,2006,0,7200,OldTown,TA,TA,N,85000
1015,6,1082,1,1082,1,1948,1950,1,11664,NAmes,TA,TA,Y,119200
1016,8,1665,2,810,2,2001,2001,0,8400,NWAmes,Gd,Gd,Y,227000
1017,7,1504,2,1504,2,1996,1996,1,11883,CollgCr,Gd,Gd,Y,203000
1018,8,1360,2,1220,1,1984,1984,1,5814,StoneBr,Gd,Gd,Y,187500
1019,7,1472,2,384,2,1991,1992,1,10784,Gilbert,Gd,Gd,Y,160000
1020,7,1506,2,1362,2,2005,2005,1,3013,Blmngtn,Gd,Gd,Y,213490
1021,4,1132,2,1132,1,2005,2005,0,7024,Edwards,TA,Gd,Y,176000
1022,7,1220,2,1199,2,2006,2006,0,7406,CollgCr,Gd,Gd,Y,194000
1023,5,1248,1,912,1,1930,1950,0,9439,OldTown,TA,TA,Y,87000
1024,7,1504,2,1346,2,2005,2006,1,3182,Blmngtn,Gd,Gd,Y,191000
1025,8,2898,2,1565,2,1976,1976,1,15498,Timber,Gd,Gd,Y,287000
1026,5,882,2,882,1,1972,1972,0,7700,CollgCr,TA,TA,Y,112500
1027,5,1264,2,1268,1,1960,1960,2,9300,NAmes,TA,TA,Y,167500
1028,8,1646,3,1638,2,2007,2008,1,9520,Timber,Gd,Gd,Y,293077
1029,5,1376,1,768,1,1941,1950,1,9492,NAmes,TA,TA,Y,105000
1030,6,1218,1,672,1,1972,1972,0,1680,BrDale,TA,TA,Y,118000
1031,5,1928,0,686,2,1916,1995,0,7082,SWISU,TA,TA,Y,160000
1032,7,3082,2,824,2,1920,1970,2,15863,SWISU,TA,TA,Y,197000
1033,8,2520,3,1338,2,1993,1993,1,14541,NoRidge,Gd,Gd,Y,310000
1034,7,1654,3,1654,2,2002,2002,0,8125,CollgCr,Gd,Gd,Y,230000
1035,5,954,1,920,1,1938,1950,1,6305,Crawfor,TA,Fa,Y,119750
1036,4,845,1,0,1,1957,1957,0,11500,Edwards,TA,TA,N,84000
1037,9,1620,3,1620,2,2007,2008,1,12898,Timber,Gd,Ex,Y,315500
1038,8,2263,2,1055,2,2001,2002,1,9240,CollgCr,Gd,Gd,Y,287000
1039,4,1344,0,546,1,1970,2008,1,1533,MeadowV,TA,TA,Y,97000
1040,4,630,1,630,1,1970,1970,0,1477,MeadowV,TA,TA,Y,80000
1041,5,1803,2,1134,2,1957,2000,1,13125,Sawyer,TA,TA,Y,155000
1042,6,1632,2,800,1,1966,2000,0,9130,NWAmes,TA,Gd,Y,173000
1043,6,1306,2,1306,2,2005,2005,1,5381,NridgHt,Gd,Gd,Y,196000
1044,7,2329,2,1475,2,1990,1990,1,11839,SawyerW,TA,Gd,Y,262280
1045,8,2524,2,2524,2,1981,1981,1,9600,NWAmes,Gd,Gd,Y,278000
1046,3,1733,2,0,2,1955,1955,1,13680,Edwards,TA,TA,Y,139600
1047,9,2868,3,1992,3,2005,2006,1,16056,StoneBr,Gd,Ex,Y,556581
1048,5,990,2,990,1,1994,1995,0,9245,CollgCr,TA,TA,Y,145000
1049,5,1771,2,0,1,1960,2006,1,21750,Mitchel,TA,TA,Y,115000
1050,4,930,1,0,1,1946,2006,0,11100,Edwards,TA,Gd,Y,84900
1051,7,1302,2,1302,2,2007,2007,0,8993,Gilbert,Gd,Gd,Y,176485
1052,7,1316,2,1316,2,2007,2007,1,11175,CollgCr,Gd,Gd,Y,200141
1053,6,1977,2,816,1,1964,1978,1,9500,NAmes,TA,TA,Y,165000
1054,5,1526,1,1216,1,1957,2002,1,8562,Edwards,TA,TA,Y,144500
1055,8,1989,2,1065,2,2002,2002,1,11367,CollgCr,Gd,Gd,Y,255000
1056,6,1523,2,1193,2,1976,1976,1,11361,NWAmes,TA,TA,Y,180000
1057,7,1364,2,1364,2,2005,2005,1,7052,NridgHt,Gd,Gd,Y,185850
1058,7,1850,2,973,2,1994,1994,1,29959,NoRidge,Gd,Gd,Y,248000
1059,9,2184,3,1104,2,2008,2008,1,11308,NridgHt,Ex,Ex,Y,335000
1060,6,1991,2,854,1,1932,1950,1,11275,Crawfor,TA,TA,Y,220000
1061,8,1338,2,1338,2,2001,2001,0,4920,StoneBr,Gd,Gd,Y,213500
1062,3,894,3,894,1,1935,1950,0,18000,IDOTRR,Fa,TA,Y,81000
1063,5,2337,2,662,2,1900,1950,0,13600,OldTown,TA,TA,N,90000
1064,6,1103,2,1103,1,1925,1980,1,6000,OldTown,TA,Gd,Y,110500
1065,5,1154,2,1154,1,1966,1966,1,11000,NAmes,TA,TA,Y,154000
1066,7,2260,2,1306,2,1996,1997,0,14000,ClearCr,Gd,Gd,Y,328000
1067,6,1571,2,799,2,1993,1994,1,7837,Gilbert,Gd,TA,Y,178000
1068,6,1611,2,780,1,1964,1964,0,9760,NAmes,TA,TA,Y,167900
1069,6,2521,2,942,2,1973,1973,1,3964,MeadowV,TA,TA,Y,151400
1070,5,893,2,845,1,1949,2003,0,9600,NAmes,TA,Gd,Y,135000
1071,5,1048,1,1048,1,1956,1956,0,10152,NAmes,TA,TA,Y,135000
1072,6,1556,2,727,1,1968,1968,0,11700,NWAmes,TA,TA,Y,154000
1073,5,1456,1,810,1,1948,1950,1,7585,Edwards,TA,TA,Y,91500
1074,6,1426,2,690,1,1977,1977,0,7950,Edwards,TA,TA,Y,159500
1075,7,1240,3,1240,2,2006,2006,0,8556,CollgCr,Gd,Gd,Y,194000
1076,7,1740,1,800,1,1940,1984,2,13125,Crawfor,TA,TA,Y,219500
1077,5,1466,2,796,2,1936,1989,1,10800,OldTown,TA,Gd,Y,170000
1078,5,1096,1,1096,1,1969,1969,0,15870,NAmes,TA,TA,Y,138800
1079,6,848,2,848,1,2004,2004,1,4435,CollgCr,Gd,Gd,Y,155900
1080,5,990,1,990,1,1994,1994,0,8775,CollgCr,TA,TA,Y,126000
1081,6,1258,2,1258,2,1971,2004,0,11040,NWAmes,Gd,Gd,Y,145000
1082,5,1040,1,1040,1,1963,1963,0,7500,Sawyer,TA,TA,Y,133000
1083,7,1459,2,1459,2,2002,2002,1,8749,CollgCr,Gd,Gd,Y,192000
1084,6,1251,1,1251,1,1964,1964,2,8800,NAmes,TA,TA,Y,160000
1085,6,1498,2,691,2,1995,1996,1,13031,Gilbert,TA,TA,Y,187500
1086,6,996,2,936,1,1992,1992,0,9069,SawyerW,TA,Gd,Y,147000
1087,4,1092,1,546,1,1973,1973,0,1974,MeadowV,TA,TA,Y,83500
1088,8,1953,3,1082,2,2005,2006,1,10574,Somerst,Gd,Gd,Y,252000
1089,7,1709,2,970,2,2004,2004,0,2522,Edwards,Gd,Gd,Y,137500
1090,8,1247,2,1247,1,2005,2005,1,3316,Somerst,Gd,Gd,Y,197000
1091,3,1040,2,0,2,1950,1950,0,8544,NAmes,TA,TA,N,92900
1092,7,1252,2,600,2,1999,2000,0,2160,Somerst,Gd,Gd,Y,160000
1093,6,1694,2,1181,2,1925,1950,1,8400,SWISU,TA,TA,Y,136500
1094,5,1200,2,864,1,1965,1998,0,9230,NAmes,TA,Gd,Y,146000
1095,5,936,1,936,1,1956,2000,0,5868,NAmes,TA,TA,Y,129000
1096,6,1314,2,1314,2,2006,2006,1,9317,CollgCr,Gd,Gd,Y,176432
1097,6,1355,0,684,1,1914,2006,0,6882,IDOTRR,TA,Gd,Y,127000
1098,8,1088,2,1074,1,1986,1986,0,3696,StoneBr,Gd,Gd,Y,170000
1099,4,1324,1,672,1,1936,1950,0,6000,BrkSide,TA,TA,Y,128000
1100,7,1601,2,1271,2,1978,1978,1,11880,NWAmes,TA,TA,Y,157000
1101,2,438,1,290,1,1920,1950,0,8400,SWISU,TA,Fa,N,60000
1102,5,950,1,950,1,1971,1971,0,9758,NAmes,TA,TA,Y,119500
1103,5,1134,1,1010,1,1960,2002,0,7000,NAmes,TA,TA,Y,135000
1104,6,1194,2,655,1,1959,1959,1,8910,NAmes,TA,TA,Y,159500
1105,5,1302,2,630,2,1970,1970,0,2016,BrDale,TA,TA,Y,106000
1106,8,2622,2,1463,2,1994,1995,2,12256,NoRidge,Gd,Gd,Y,325000
1107,7,1442,2,910,2,1990,1991,1,10357,SawyerW,Gd,Gd,Y,179900
1108,7,2021,2,868,2,2006,2006,1,23257,Gilbert,Gd,Gd,Y,274725
1109,6,1690,2,924,2,2000,2000,1,8063,Gilbert,TA,TA,Y,181000
1110,8,1836,3,1836,2,2004,2005,1,11362,NridgHt,Gd,Gd,Y,280000
1111,6,1658,2,773,2,1995,1996,1,8000,Gilbert,TA,TA,Y,188000
1112,7,1964,2,803,2,1976,1976,1,10480,NWAmes,TA,TA,Y,205000
1113,5,816,1,816,1,1957,1957,0,7100,NAmes,TA,TA,Y,129900
1114,5,1008,1,1008,1,1953,2006,0,8923,NAmes,TA,Gd,Y,134500
1115,5,833,1,833,1,1954,2000,0,5400,OldTown,TA,Gd,Y,117000
1116,8,1734,3,1734,2,2007,2007,1,12085,NridgHt,Gd,Ex,Y,318000
1117,8,1419,2,408,2,2002,2002,1,7750,Gilbert,Gd,Gd,Y,184100
1118,5,894,2,894,1,1967,2003,0,9764,Sawyer,TA,Gd,Y,130000
1119,5,1601,1,533,1,1958,1987,0,13825,Sawyer,TA,TA,Y,140000
1120,5,1040,1,1040,1,1959,1959,0,7560,NAmes,TA,TA,Y,133700
1121,6,1012,1,1012,1,1920,1950,1,8263,IDOTRR,TA,TA,Y,118400
1122,7,1552,3,1552,2,2005,2006,0,10084,CollgCr,Gd,Gd,Y,212900
1123,4,960,1,672,1,1956,1956,0,8926,Edwards,TA,TA,Y,112000
1124,5,698,0,698,1,1947,2008,0,9405,Edwards,TA,TA,Y,118000
1125,7,1482,2,384,2,1992,1992,1,9125,Gilbert,TA,Gd,Y,163900
1126,4,1005,2,1005,1,1955,1955,1,10434,NAmes,TA,Fa,Y,115000
1127,7,1555,3,1373,2,2007,2007,1,3684,Blmngtn,Gd,Gd,Y,174000
1128,7,1530,3,1530,2,2004,2004,1,14572,Gilbert,Gd,Gd,Y,259000
1129,7,1959,2,847,2,2004,2005,1,11796,Gilbert,Gd,Gd,Y,215000
1130,5,936,2,936,1,1980,1980,0,7200,OldTown,TA,TA,Y,140000
1131,4,1981,2,1122,2,1928,1950,2,7804,SWISU,TA,Gd,Y,135000
1132,5,974,0,974,1,1991,1992,0,10712,Mitchel,TA,TA,Y,93500
1133,6,2210,1,1008,2,1880,1950,0,9900,OldTown,TA,Fa,Y,117500
1134,8,2020,2,1128,2,1995,1995,1,9828,SawyerW,Gd,Gd,Y,239500
1135,6,1600,2,916,2,1997,1997,1,8773,Gilbert,TA,TA,Y,169000
1136,6,986,1,960,1,1926,1950,1,6180,BrkSide,TA,TA,N,102000
1137,6,1252,1,1032,1,1950,1950,0,9600,NAmes,TA,TA,Y,119000
1138,5,1020,0,780,1,1875,1996,0,6342,Sawyer,TA,TA,N,94000
1139,6,1567,2,1567,2,1977,1977,2,9819,Mitchel,TA,Gd,Y,196000
1140,5,1167,2,915,1,1920,1950,1,8731,BrkSide,TA,TA,Y,144000
1141,5,952,2,952,1,1951,1951,0,7350,NAmes,TA,TA,Y,139000
1142,5,1868,2,780,2,1976,1976,1,10304,NWAmes,TA,Gd,Y,197500
1143,8,2828,3,1466,3,2006,2007,1,9965,CollgCr,Gd,Gd,Y,424870
1144,5,1006,0,1006,1,1959,1959,0,9000,Sawyer,TA,TA,Y,80000
1145,4,924,1,672,1,1941,1950,0,12180,Edwards,TA,Fa,N,80000
1146,5,1576,1,1042,1,1928,1950,1,6240,BrkSide,TA,TA,Y,149000
1147,6,1298,2,1298,2,1985,1985,1,11200,SawyerW,Gd,Gd,Y,180000
1148,7,1564,1,704,1,1941,1950,1,12000,Crawfor,TA,Fa,Y,174500
1149,7,1111,1,572,1,1926,1950,1,5700,OldTown,TA,TA,Y,116900
1150,7,1482,2,650,1,1920,1988,0,9000,OldTown,TA,TA,Y,143000
1151,6,932,1,932,1,1950,1950,1,8280,NAmes,TA,Gd,Y,124000
1152,5,1466,2,1466,1,1959,1959,2,17755,Edwards,TA,Fa,Y,149900
1153,6,1811,2,1073,1,1956,2004,1,14115,Crawfor,TA,Ex,Y,230000
1154,6,816,1,816,1,1930,2007,0,5890,IDOTRR,Gd,TA,Y,120500
1155,7,1820,2,864,1,1965,1988,2,13700,NAmes,TA,Gd,Y,201800
1156,5,1437,2,1437,2,1976,2004,1,10768,Veenker,Gd,Gd,Y,218000
1157,5,1265,2,1219,2,1965,1999,1,9350,NAmes,TA,Gd,Y,179900
1158,7,1314,2,1314,2,2007,2008,1,5001,NridgHt,Gd,Gd,Y,230000
1159,8,1580,3,1580,2,2007,2008,0,11932,Somerst,Gd,Gd,Y,235128
1160,6,1876,2,901,2,1974,1974,1,9120,NWAmes,Gd,Gd,Y,185000
1161,6,1456,2,855,2,1978,1978,1,2280,NPkVill,TA,TA,Y,146000
1162,6,1640,2,1296,1,1954,2006,1,14778,Crawfor,Gd,Gd,Y,224000
1163,5,894,2,894,1,1968,1968,1,8724,Sawyer,TA,TA,Y,129000
1164,4,1258,2,1198,0,1969,1969,0,12900,Sawyer,TA,TA,Y,108959
1165,5,1432,2,1360,1,1978,1978,1,16157,Veenker,TA,Gd,Y,194000
1166,7,1502,2,1502,2,2009,2009,0,9541,NridgHt,Gd,Gd,Y,233170
1167,8,1694,3,1694,2,2008,2008,0,10475,CollgCr,Gd,Gd,Y,245350
1168,6,1671,2,959,2,2000,2000,1,10852,Gilbert,TA,TA,Y,173000
1169,6,2108,2,1127,2,1935,1986,2,13728,Edwards,TA,Gd,Y,235000
1170,10,3627,3,1930,3,1995,1996,1,35760,NoRidge,Gd,Gd,Y,625000
1171,6,1118,1,1096,1,1977,1977,1,9880,Mitchel,TA,TA,Y,171000
1172,6,1261,2,1261,1,1958,1958,1,9120,NAmes,TA,TA,Y,163000
1173,7,1250,2,625,2,2006,2007,0,4017,Somerst,Gd,Gd,Y,171900
1174,5,3086,0,1598,3,1946,1994,1,18030,ClearCr,TA,Ex,Y,200500
1175,6,2345,2,952,2,1932,1950,1,16560,Crawfor,TA,TA,Y,239000
1176,8,2872,2,1683,2,1992,2000,1,10678,NoRidge,Gd,Gd,Y,285000
1177,5,923,1,876,1,1984,1985,0,6951,Mitchel,TA,TA,Y,119500
1178,6,1224,1,818,1,1926,2004,0,3950,OldTown,TA,TA,Y,115000
1179,5,1343,1,731,1,1921,1950,1,7681,Crawfor,TA,TA,Y,154900
1180,5,1124,0,0,1,1954,1954,1,8335,Edwards,TA,TA,Y,93000
1181,7,2514,2,1216,2,1990,1991,0,11170,Timber,TA,TA,Y,250000
1182,8,1652,2,1600,2,2008,2008,1,5587,Crawfor,Ex,Gd,Y,392500
1183,10,4476,3,2396,3,1996,1996,2,15623,NoRidge,Gd,Ex,Y,745000
1184,5,1130,2,1120,1,1920,1950,1,10800,OldTown,TA,TA,Y,120000
1185,5,1572,3,1572,1,1963,1963,2,35133,Timber,TA,TA,Y,186700
1186,5,1221,1,784,1,1924,1950,0,9738,Edwards,TA,TA,Y,104900
1187,3,1699,2,978,2,1900,1970,0,10615,OldTown,TA,TA,Y,95000
1188,8,1624,3,1624,2,1994,1995,1,12461,NoRidge,Gd,Gd,Y,262000
1189,7,1660,2,831,2,2002,2002,0,8935,CollgCr,Gd,Gd,Y,195000
1190,7,1804,2,994,2,1999,1999,1,7500,Gilbert,TA,Gd,Y,189000
1191,4,1622,4,1249,1,1961,1975,1,32463,Mitchel,TA,TA,Y,168000
1192,8,1441,2,776,2,1999,2000,0,2645,Somerst,Gd,Gd,Y,174000
1193,5,1472,1,702,1,1925,1994,0,9600,OldTown,TA,Gd,Y,125000
1194,6,1224,2,1224,2,1999,1999,0,4500,Mitchel,TA,TA,Y,165000
1195,6,1352,1,663,1,1969,1969,0,9364,Sawyer,TA,TA,Y,158000
1196,6,1456,2,728,2,2005,2005,0,8029,Gilbert,TA,Gd,Y,176000
1197,7,1863,3,879,2,2006,2006,1,14054,Gilbert,Gd,Gd,Y,219210
1198,7,1690,1,815,1,1916,1950,1,8850,OldTown,TA,TA,Y,144000
1199,7,1212,2,1212,2,2001,2001,0,9100,CollgCr,Gd,Gd,Y,178000
1200,4,1382,2,1051,1,1963,1979,1,11235,Sawyer,TA,TA,Y,148000
1201,4,864,1,864,1,1970,1970,0,9353,NAmes,TA,TA,Y,116050
1202,7,1779,2,866,2,1998,1998,0,10400,CollgCr,TA,Gd,Y,197900
1203,5,1348,1,884,1,1925,1997,1,6000,BrkSide,TA,TA,Y,117000
1204,7,1630,2,1630,2,2000,2001,1,9750,CollgCr,Gd,Gd,Y,213000
1205,5,1074,2,1056,1,1975,1975,0,10140,NWAmes,TA,TA,Y,153500
1206,7,2196,3,2158,2,1990,1991,1,14684,SawyerW,Gd,Gd,Y,271900
1207,4,1056,1,1056,1,1966,1966,0,8900,SawyerW,TA,TA,Y,107000
1208,6,1700,2,1682,2,2003,2003,0,9135,CollgCr,Gd,Gd,Y,200000
1209,5,1283,2,931,1,1962,1980,0,7763,NAmes,TA,TA,Y,140000
1210,8,1660,2,1660,2,2006,2006,1,10182,Somerst,Gd,Gd,Y,290000
1211,6,1845,2,1055,2,1992,1992,1,11218,SawyerW,Gd,Gd,Y,189000
1212,8,1752,2,559,2,1988,2005,0,12134,Gilbert,Gd,TA,Y,164000
1213,4,672,1,672,1,1941,1950,0,9340,Edwards,TA,TA,Y,113000
1214,4,960,1,648,0,1965,2001,0,10246,Sawyer,TA,TA,Y,145000
1215,5,999,1,925,1,1962,1962,0,10205,NAmes,TA,TA,Y,134500
1216,5,894,1,894,1,1966,1966,0,7094,Sawyer,TA,TA,Y,125000
1217,6,1902,2,0,2,1978,1978,0,8930,Sawyer,TA,TA,Y,112000
1218,8,1314,2,1300,2,2009,2009,0,8640,Somerst,Gd,Gd,Y,229456
1219,4,912,0,0,1,1947,1950,0,6240,BrkSide,TA,TA,N,80500
1220,6,1218,0,672,1,1971,1971,0,1680,BrDale,TA,TA,Y,91500
1221,5,912,1,912,1,1964,1964,0,7800,NAmes,TA,TA,Y,115000
1222,5,1211,1,952,1,1968,1968,1,8250,Sawyer,TA,TA,Y,134000
1223,6,1846,1,1040,2,1949,1950,1,10496,NAmes,TA,TA,Y,143000
1224,5,2136,2,2136,2,1951,1951,0,10680,NAmes,TA,TA,N,137900
1225,7,1490,2,788,2,2004,2005,1,15384,Gilbert,Gd,Gd,Y,184000
1226,6,1138,1,588,1,1958,1958,0,10482,NAmes,TA,TA,Y,145000
1227,6,1933,3,894,2,2007,2007,1,14598,Somerst,Gd,Gd,Y,214000
1228,5,912,2,912,1,1965,2008,0,8872,NAmes,TA,Gd,Y,147000
1229,9,1702,3,1702,1,2008,2008,1,8769,NridgHt,Ex,Ex,Y,367294
1230,5,1507,1,1075,2,1960,1960,0,7910,NAmes,TA,TA,Y,127000
1231,5,2620,2,1361,2,1977,1977,1,18890,Sawyer,TA,TA,Y,190000
1232,5,1190,2,1106,1,1962,1962,0,7728,NAmes,TA,TA,Y,132500
1233,4,1224,2,0,2,1962,1962,0,9842,NAmes,TA,TA,Y,101800
1234,5,1188,2,1188,1,1959,1959,0,12160,NAmes,TA,TA,Y,142000
1235,5,1964,0,940,1,1911,1950,0,8525,SWISU,TA,TA,N,130000
1236,5,1784,1,747,1,1914,1950,0,13132,Crawfor,TA,TA,Y,138887
1237,7,1626,2,764,2,2003,2003,0,2628,NridgHt,Gd,Gd,Y,175500
1238,7,1948,2,847,2,2004,2005,1,12393,CollgCr,Gd,Gd,Y,195000
1239,6,1141,2,1141,1,2005,2005,0,13072,SawyerW,Gd,TA,Y,142500
1240,8,1484,2,1476,2,2006,2006,1,9037,Timber,Gd,Ex,Y,265900
1241,7,1768,2,884,2,2003,2003,0,8158,CollgCr,Gd,Gd,Y,224900
1242,7,1689,3,1689,2,2007,2007,0,9849,Somerst,Gd,Gd,Y,248328
1243,7,1173,2,1053,2,1974,1974,2,10625,NWAmes,TA,Gd,Y,170000
1244,10,2076,3,2076,2,2006,2006,1,13891,NridgHt,Ex,Ex,Y,465000
1245,8,1517,2,792,1,1929,1950,2,11435,Crawfor,TA,Gd,Y,230000
1246,6,1868,2,585,3,1984,2003,1,12090,NWAmes,TA,TA,Y,178000
1247,7,1553,2,756,2,2005,2006,0,8125,Somerst,Gd,Gd,Y,186500
1248,6,1034,3,1012,1,1976,1976,0,12328,Mitchel,TA,TA,Y,169900
1249,6,2058,2,735,1,1917,1950,1,9600,OldTown,TA,TA,N,129500
1250,5,988,1,876,1,1950,1950,0,7200,NAmes,TA,TA,Y,119000
1251,7,2110,2,2110,2,1968,1968,2,11160,NAmes,Gd,Ex,Y,244000
1252,7,1405,2,1405,2,2003,2003,1,3136,NridgHt,Gd,Gd,Y,171750
1253,5,874,1,864,1,1968,1968,0,9858,Mitchel,TA,TA,Y,130000
1254,7,2167,2,1192,2,1974,2003,2,17542,Veenker,Gd,Gd,Y,294000
1255,7,1656,2,746,2,2003,2004,1,6931,Edwards,Gd,Gd,Y,165400
1256,6,1367,1,884,1,1931,1950,1,6240,BrkSide,TA,TA,Y,127500
1257,8,1987,2,1986,2,1994,1994,1,14303,NoRidge,Gd,Gd,Y,301500
1258,5,864,0,864,1,1922,1950,0,4060,Edwards,TA,TA,Y,99900
1259,7,1166,2,856,2,2005,2005,0,9587,Gilbert,Gd,Gd,Y,190000
1260,6,1054,2,1054,1,1969,1969,0,9750,NAmes,TA,TA,Y,151000
1261,6,1675,2,841,2,1999,1999,1,24682,Gilbert,TA,TA,Y,181000
1262,5,1050,1,1050,1,1956,1956,0,9600,NAmes,TA,TA,Y,128900
1263,4,1788,1,1104,1,1957,1989,2,11250,ClearCr,TA,TA,Y,161500
1264,6,1824,2,764,1,1919,1950,1,13515,BrkSide,TA,TA,Y,180500
1265,6,1337,2,1405,2,1998,1999,0,4060,NAmes,Gd,Gd,Y,181000
1266,7,1452,2,691,2,1999,1999,0,3735,Somerst,Gd,Gd,Y,183900
1267,7,1889,1,925,1,1910,1950,1,10120,OldTown,Fa,TA,N,122000
1268,9,2018,3,2002,2,2008,2009,1,13214,Timber,Ex,Ex,Y,378500
1269,8,3447,3,728,3,1935,1997,2,14100,Crawfor,TA,Gd,Y,381000
1270,5,1524,1,874,1,1958,1958,0,11344,NAmes,TA,TA,Y,144000
1271,7,1524,2,1332,0,1979,1979,1,23595,ClearCr,Gd,Gd,Y,260000
1272,6,1489,2,1489,2,1968,1968,1,9156,NWAmes,TA,Gd,Y,185750
1273,5,935,1,935,1,1965,1965,0,13526,Sawyer,TA,TA,Y,137000
1274,6,1357,1,1019,1,1959,2006,1,11512,Edwards,TA,Ex,Y,177000
1275,5,1250,2,661,2,1910,2003,1,5362,Crawfor,TA,TA,Y,139000
1276,5,1920,2,928,2,1948,1950,0,11345,NAmes,TA,TA,Y,137000
1277,6,1395,2,723,1,1972,1972,1,12936,NWAmes,TA,TA,Y,162000
1278,6,1724,2,1680,1,1967,1976,1,17871,NWAmes,TA,TA,Y,197900
1279,8,2031,2,1128,2,2002,2002,1,9473,CollgCr,Gd,Gd,Y,237000
1280,4,1128,2,698,1,1920,1950,0,7500,IDOTRR,TA,TA,Y,68400
1281,7,1573,2,1573,2,2002,2002,0,9808,CollgCr,Gd,Gd,Y,227000
1282,7,1339,2,1309,2,1990,1990,1,8049,Timber,TA,TA,Y,180000
1283,5,1040,2,1040,2,1977,2008,0,8800,CollgCr,TA,Gd,Y,150500
1284,6,1824,0,912,2,1971,1971,0,9400,Mitchel,TA,TA,Y,139000
1285,6,2447,1,804,2,1919,1990,1,9638,SWISU,TA,Gd,Y,169000
1286,6,1412,1,780,1,1939,1950,1,6000,BrkSide,TA,TA,Y,132500
1287,6,1328,2,1328,1,1963,1963,2,9790,NWAmes,TA,TA,Y,143000
1288,5,1582,2,1624,2,1964,1964,0,36500,ClearCr,TA,TA,Y,190000
1289,8,1659,2,1501,2,2000,2000,1,5664,StoneBr,Gd,Ex,Y,278000
