Id,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,SalePrice
840,5,1200,1,240,768,768,1,6,1946,1995,0,11767,Edwards,TA,TA,Y,130500
841,6,1482,1,400,672,810,2,7,1925,1950,0,12155,SWISU,TA,Fa,N,140000
842,5,1539,2,686,650,958,2,8,1904,2002,1,10440,OldTown,TA,Gd,Y,157500
843,6,1165,2,490,1127,1165,1,6,1966,1966,0,9020,NAmes,TA,TA,Y,174900
844,5,1800,0,0,1800,1800,2,10,1961,1961,0,8000,NAmes,TA,TA,N,141000
845,5,1416,3,720,876,876,1,7,1915,1950,1,12665,OldTown,TA,TA,Y,153900
846,5,1701,2,611,1390,1701,2,6,1975,1981,2,16647,Sawyer,TA,TA,Y,171000
847,7,1775,2,425,740,1006,2,7,1993,1993,1,9317,SawyerW,Gd,Gd,Y,213000
848,5,864,1,338,864,864,1,5,1972,1972,1,15523,CollgCr,TA,TA,Y,133500
849,6,2358,2,360,907,1307,3,10,1908,1997,1,45600,ClearCr,TA,TA,Y,240000
850,6,1855,2,512,528,1094,2,7,1976,1994,1,9600,Veenker,Gd,TA,Y,187000
851,6,848,2,420,848,848,1,3,2003,2003,0,4435,CollgCr,Gd,Gd,Y,131500
852,8,1456,2,400,1273,1456,2,7,2003,2003,1,3196,Blmngtn,Gd,Gd,Y,215000
853,7,1646,1,240,918,918,2,7,1941,1950,2,7128,Crawfor,TA,TA,Y,164000
854,6,1445,2,645,1127,1445,1,7,1964,1964,1,12095,NAmes,TA,TA,Y,158000
855,5,1779,2,454,1763,1779,1,6,1955,1974,1,17920,Sawyer,TA,TA,Y,170000
856,5,1040,1,260,1040,1040,1,6,1962,2010,0,6897,Sawyer,TA,TA,Y,127000
857,6,1026,2,576,940,1026,1,5,1978,1978,0,10970,CollgCr,TA,TA,Y,147000
858,6,1481,2,343,702,702,2,6,1994,1995,1,8125,Gilbert,TA,TA,Y,174000
859,7,1370,2,479,1090,1370,2,6,1976,1976,1,10400,NWAmes,TA,TA,Y,152000
860,6,2654,2,619,1054,1512,2,9,1968,1984,1,11029,NWAmes,TA,Gd,Y,250000
861,7,1426,1,216,912,912,1,7,1918,1998,1,7642,Crawfor,Gd,Gd,Y,189950
862,5,1039,2,504,1039,1039,1,6,1965,1965,0,11625,Sawyer,TA,TA,Y,131500
863,6,1097,2,480,1040,1097,2,6,1984,1985,0,9672,SawyerW,TA,TA,Y,152000
864,5,1148,1,672,1148,1148,1,6,1959,1959,0,7931,NAmes,TA,TA,Y,132500
865,7,1372,2,529,1372,1372,2,6,2007,2008,0,8640,Somerst,Gd,Gd,Y,250580
866,5,1002,2,902,1002,1002,1,5,1970,1970,0,8750,NAmes,TA,TA,Y,148500
867,8,1646,3,870,1638,1646,2,6,2006,2007,1,10656,Timber,Gd,Gd,Y,248900
868,4,1120,2,544,1040,1120,1,5,1961,1961,0,6970,Sawyer,TA,Fa,Y,129000
869,5,2320,2,672,0,1547,2,7,1948,1950,1,14762,Gilbert,TA,TA,Y,169000
870,7,1949,2,574,1050,1062,2,8,1993,1994,1,9938,SawyerW,Gd,Gd,Y,236000
871,5,894,1,308,894,894,1,5,1962,1962,0,6600,NAmes,TA,TA,N,109500
872,6,1682,2,523,804,804,2,7,1998,1998,0,8750,CollgCr,TA,Gd,Y,200500
873,5,910,2,414,105,910,1,5,1953,1996,0,8892,NAmes,Gd,Gd,Y,116000
874,5,1268,1,288,832,1036,1,6,1949,1950,1,12144,NAmes,Gd,TA,Y,133000
875,5,1131,1,200,676,676,1,5,1941,1950,0,5720,OldTown,TA,TA,Y,66500
876,8,2610,2,550,1184,1184,2,11,2007,2007,1,9000,Somerst,Gd,Ex,Y,303477
877,4,1040,2,648,1064,1040,1,5,1963,1963,0,25286,Mitchel,TA,TA,Y,132250
878,9,2224,3,738,1462,1462,2,10,2004,2005,1,8834,NridgHt,Gd,Ex,Y,350000
879,5,1155,2,576,1109,1155,1,6,1961,1995,0,11782,Sawyer,TA,Gd,Y,148000
880,5,864,1,336,864,864,1,6,1978,2005,0,7000,CollgCr,Gd,TA,Y,136500
881,5,1090,2,450,1090,1090,1,5,2005,2006,0,7024,Edwards,TA,TA,Y,157000
882,7,1717,2,400,1156,1187,2,7,1990,1991,1,13758,Timber,Gd,Gd,Y,187500
883,6,1593,2,389,808,808,2,7,1992,1993,1,9636,Gilbert,TA,TA,Y,178000
884,4,2230,1,440,795,954,1,10,1912,1950,0,6204,SWISU,Gd,TA,N,118500
885,5,892,1,288,892,892,1,5,1967,1967,0,7150,NAmes,TA,TA,Y,100000
886,9,1709,2,506,1698,1709,2,5,1999,2000,1,5119,Somerst,Gd,Gd,Y,328900
887,5,1712,2,588,1626,1712,2,8,1959,2005,0,8393,NAmes,TA,TA,Y,145000
888,5,1393,1,300,816,872,1,8,1955,1955,0,16466,Edwards,TA,TA,Y,135500
889,8,2217,2,621,2217,2217,2,8,1970,1970,1,15865,NAmes,Gd,Gd,Y,268000
890,6,1505,2,505,1505,1505,1,6,1953,1953,1,12160,NAmes,TA,TA,Y,149500
891,5,924,2,576,672,672,1,6,1949,2006,1,8064,NAmes,TA,TA,Y,122900
892,6,1683,2,440,918,918,2,7,1978,1978,1,11184,Sawyer,TA,TA,Y,172500
893,6,1068,1,264,1059,1068,1,6,1963,2003,0,8414,Sawyer,TA,TA,Y,154500
894,5,1383,1,354,1383,1383,1,6,1954,1954,1,13284,Sawyer,TA,TA,Y,165000
895,5,1535,2,400,0,1535,2,8,1979,1979,0,7018,SawyerW,TA,TA,Y,118858
896,6,1796,2,483,780,983,1,8,1963,1963,1,7056,NAmes,TA,TA,Y,140000
897,4,951,1,327,951,951,1,6,1936,1950,0,8765,IDOTRR,TA,TA,N,106500
898,5,2240,2,528,0,1120,2,12,1979,1979,0,7018,SawyerW,TA,TA,Y,142953
899,9,2364,3,820,2330,2364,2,11,2009,2010,2,12919,NridgHt,Ex,Ex,Y,611657
900,5,1236,1,288,912,1236,1,6,1961,1994,1,6993,Sawyer,TA,TA,Y,135000
901,4,858,1,684,858,858,1,4,1971,1971,0,7340,NAmes,TA,TA,Y,110000
902,5,1306,1,756,992,1306,1,5,1957,2000,0,8712,NAmes,TA,TA,Y,153000
903,7,1509,2,393,783,807,2,8,2003,2003,1,7875,Gilbert,Gd,Gd,Y,180000
904,7,1670,3,690,1670,1670,2,7,2006,2006,1,14859,Gilbert,Gd,Gd,Y,240000
905,5,902,1,288,876,902,1,6,1967,1967,0,6173,Sawyer,TA,TA,Y,125500
906,5,1063,1,280,1056,1063,1,6,1954,1954,0,9920,NAmes,TA,TA,Y,128000
907,8,1636,3,865,1623,1636,2,8,2006,2006,1,13501,Somerst,Gd,Gd,Y,255000
908,7,2057,1,180,1017,1020,1,6,1936,1987,1,11500,Crawfor,Gd,Gd,Y,250000
909,5,902,2,484,864,902,1,5,1983,1983,0,8885,Mitchel,TA,TA,Y,131000
910,6,1484,2,390,742,742,2,8,2005,2005,1,12589,Gilbert,Gd,Gd,Y,174000
911,5,2274,2,480,1105,1105,2,12,1960,1960,0,11600,NAmes,TA,TA,Y,154300
912,5,1268,1,252,1268,1268,1,5,1977,1989,0,9286,CollgCr,TA,Gd,Y,143500
913,5,1015,1,450,768,1015,1,6,1925,1950,0,6120,BrkSide,TA,TA,N,88000
914,5,2002,3,871,1001,1001,2,8,1949,1950,0,6270,Crawfor,TA,TA,N,145000
915,6,1224,2,528,612,612,2,4,2009,2009,0,3000,Somerst,Gd,Gd,Y,173733
916,4,1092,1,286,546,546,1,6,1970,1970,0,2001,MeadowV,TA,TA,Y,75000
917,2,480,1,308,480,480,0,4,1949,1950,0,9000,IDOTRR,TA,TA,N,35311
918,4,1229,1,284,1134,1229,1,6,1956,1956,0,17140,Edwards,TA,TA,Y,135000
919,7,2127,3,833,1104,912,2,8,1991,1991,1,13125,SawyerW,Gd,Gd,Y,238000
920,6,1414,2,601,1184,1414,1,6,1958,2002,1,11029,NAmes,Ex,TA,Y,176500
921,6,1721,2,471,928,936,2,7,1994,1994,0,8462,SawyerW,Gd,Gd,Y,201000
922,5,2200,0,0,1272,1272,2,9,1900,2003,0,8777,Edwards,TA,TA,Y,145900
923,6,1316,2,397,1316,1316,2,6,2005,2006,1,10237,Gilbert,Gd,Gd,Y,169990
924,6,1617,2,533,1604,1617,2,5,1993,1994,1,8012,SawyerW,Gd,Gd,Y,193000
925,6,1686,2,612,1686,1686,2,7,1980,1980,1,10240,NWAmes,TA,TA,Y,207500
926,5,1126,2,540,1126,1126,2,6,1977,1977,0,15611,NWAmes,TA,Ex,Y,175000
927,8,2374,3,656,1181,1234,2,10,2003,2004,1,11999,NridgHt,Gd,Ex,Y,285000
928,7,1978,2,486,832,1098,2,9,1968,1968,1,9900,NWAmes,TA,TA,Y,176000
929,8,1788,2,522,1753,1788,2,7,2001,2001,1,11838,CollgCr,Gd,Ex,Y,236500
930,7,2236,2,642,964,993,2,8,1997,1997,1,13006,Gilbert,TA,Gd,Y,222000
931,8,1466,3,610,1466,1466,2,7,2007,2007,0,8925,Timber,Gd,Gd,Y,201000
932,5,925,1,429,925,925,1,5,1965,1965,0,9100,NAmes,TA,TA,Y,117500
933,9,1905,3,788,1905,1905,2,8,2006,2006,1,11670,Somerst,Ex,Ex,Y,320000
934,7,1500,2,570,1500,1500,2,6,2004,2004,0,8487,CollgCr,Gd,Gd,Y,190000
935,7,2069,2,505,585,2069,2,9,1960,2007,1,27650,NAmes,TA,Gd,Y,242000
936,4,747,2,528,600,747,1,5,1926,1953,0,5825,BrkSide,TA,TA,Y,79900
937,7,1200,2,555,1176,1200,2,5,2003,2003,0,10083,SawyerW,Gd,Gd,Y,184900
938,7,1971,2,689,1113,1113,2,8,2005,2005,1,9675,Somerst,Gd,Gd,Y,253000
939,7,1962,3,868,1391,1391,2,7,2006,2006,0,8760,CollgCr,Gd,Gd,Y,239799
940,7,2403,1,349,1032,1207,2,10,1940,1950,2,24090,ClearCr,TA,TA,Y,244400
941,6,1728,2,574,1728,1728,2,8,1976,1976,0,12640,Mitchel,TA,TA,Y,150900
942,7,2060,2,390,992,1022,2,8,1999,1999,1,8755,Gilbert,Gd,Gd,Y,214000
943,4,1440,0,0,1440,1440,2,8,1977,1977,0,7711,Edwards,TA,TA,Y,150000
944,5,1632,2,576,1632,1632,2,8,1967,1967,0,25000,Mitchel,TA,TA,Y,143000
945,6,1344,2,525,819,1344,1,7,1958,1958,1,14375,Timber,TA,Gd,Y,137500
946,5,1869,2,456,1088,1188,1,7,1890,1996,0,8820,OldTown,TA,TA,Y,124900
947,5,1144,1,796,1144,1144,1,6,1959,1959,1,8163,NAmes,TA,TA,Y,143000
948,8,1629,3,808,1616,1629,2,9,2002,2003,1,14536,Timber,Gd,Gd,Y,270000
949,7,1776,2,474,936,936,2,7,2002,2002,1,14006,CollgCr,Gd,Gd,Y,192500
950,6,1381,2,676,1161,1381,1,5,1972,2006,1,9360,NWAmes,TA,Gd,Y,197500
951,5,864,2,720,864,864,1,5,1950,2002,0,7200,NAmes,TA,Gd,Y,129000
952,5,965,1,300,828,965,1,6,1965,1965,0,7800,SawyerW,TA,TA,Y,119900
953,5,768,1,396,768,768,1,5,1972,2003,0,7200,CollgCr,TA,TA,Y,133900
954,5,1968,2,530,784,1168,2,7,1969,1969,1,11075,Mitchel,TA,TA,Y,172000
955,6,980,0,0,945,980,2,4,1975,1975,0,9400,Edwards,TA,TA,Y,127500
956,6,1958,2,492,979,979,2,8,1946,1950,0,7136,Crawfor,TA,TA,N,145000
957,6,1229,2,462,561,561,1,5,1980,1980,1,1300,Blueste,TA,TA,Y,124000
958,5,1057,2,576,1057,1057,1,6,1962,1962,0,7420,Sawyer,TA,TA,Y,132000
959,7,1337,2,531,1337,1337,2,6,2003,2003,0,8450,CollgCr,Gd,Gd,Y,185000
960,7,1416,2,484,696,696,2,6,1999,1999,0,2572,Somerst,Gd,Gd,Y,155000
961,5,858,0,0,858,858,1,4,1958,2008,0,7207,BrkSide,TA,TA,Y,116500
962,6,2872,2,619,1330,1542,2,11,1977,1995,1,12227,NWAmes,TA,TA,Y,272000
963,6,1548,2,440,804,804,2,7,1976,1976,1,2308,NPkVill,TA,Gd,Y,155000
964,9,1800,2,702,1800,1800,2,7,2007,2007,0,11923,CollgCr,Gd,Ex,Y,239000
965,7,1894,2,510,817,824,2,8,2002,2003,1,11316,Timber,Gd,Gd,Y,214900
966,6,1484,2,393,783,783,2,8,2005,2007,1,10237,Gilbert,Gd,Gd,Y,178900
967,5,1308,1,256,728,976,1,7,1940,1950,2,9600,Crawfor,Gd,TA,Y,160000
968,5,1098,1,260,1098,1098,1,6,1955,1955,0,7390,NAmes,TA,TA,Y,135000
969,3,968,0,0,600,600,1,6,1910,1950,0,5925,OldTown,TA,TA,N,37900
970,6,1095,1,264,588,1095,1,6,1958,1958,0,10382,NAmes,TA,TA,Y,140000
971,4,1192,0,0,720,720,1,6,1949,1950,0,10800,NAmes,TA,TA,N,135000
972,7,1626,2,474,764,764,2,6,2003,2004,0,2268,NridgHt,Gd,Gd,Y,173000
973,6,918,1,264,918,918,2,5,1979,1979,1,7892,SawyerW,TA,TA,Y,99500
974,7,1428,2,480,1428,1428,2,6,2007,2008,0,11639,Somerst,Gd,Gd,Y,182000
975,7,2019,2,532,728,1136,1,8,1910,1993,0,11414,BrkSide,TA,Gd,N,167500
976,7,1382,2,490,673,673,2,6,2000,2000,0,2651,Somerst,Gd,Gd,Y,165000
977,4,869,0,0,440,869,1,4,1923,1958,0,5900,BrkSide,TA,Fa,Y,85500
978,7,1241,2,569,1241,1241,1,4,2006,2007,0,4274,Somerst,Gd,Gd,Y,199900
979,4,894,2,400,894,894,1,5,1954,1954,0,9450,Edwards,TA,TA,Y,110000
980,5,1121,2,480,1121,1121,1,5,1963,1963,0,8816,Sawyer,TA,TA,Y,139000
981,7,999,2,588,944,999,1,6,1961,2007,0,12122,NAmes,Ex,Ex,Y,178400
982,8,2612,3,676,1225,1276,2,8,1998,1999,1,12203,NoRidge,Gd,Gd,Y,336000
983,7,1266,2,388,1266,1266,2,6,2007,2007,1,3182,Blmngtn,Gd,Gd,Y,159895
984,8,2290,2,779,1128,1149,2,9,2002,2002,1,11250,CollgCr,Gd,Gd,Y,255900
985,5,1734,2,539,0,1302,2,8,1977,1977,0,10125,Mitchel,TA,Gd,Y,126000
986,5,1164,1,240,1164,1164,1,5,1950,1950,0,10880,Edwards,TA,TA,N,125000
987,6,1635,1,255,485,1001,1,5,1910,2003,0,5310,OldTown,TA,Gd,Y,117000
988,9,1940,3,606,1930,1940,2,8,2009,2010,1,10159,NridgHt,Ex,Ex,Y,395192
989,6,2030,2,551,848,1118,2,8,1976,1976,1,12046,NWAmes,TA,Gd,Y,195000
990,7,1576,2,614,770,778,2,6,2006,2006,0,8125,Somerst,Gd,Gd,Y,197000
991,8,2392,3,870,1396,1407,2,7,1997,1998,1,9452,NoRidge,Gd,Gd,Y,348000
992,8,1742,2,424,916,916,1,8,1882,1986,1,17671,OldTown,Gd,Gd,Y,168000
993,6,1851,2,440,822,1020,2,7,1964,1993,1,9760,NAmes,TA,Gd,Y,187000
994,6,1500,2,564,750,750,2,6,2005,2006,0,8846,CollgCr,TA,Gd,Y,173900
995,10,1718,3,786,1700,1718,2,7,2006,2007,1,12456,NridgHt,Ex,Ex,Y,337500
996,4,1230,1,305,747,774,1,5,1946,1950,0,4712,BrkSide,TA,TA,Y,121600
997,5,1050,1,368,1050,1050,1,6,1961,1961,0,10659,NAmes,TA,TA,Y,136500
998,6,1442,2,615,1442,1442,2,6,1970,1970,1,11717,NWAmes,TA,TA,Y,185000
999,3,1077,1,210,1007,1077,1,6,1922,1950,1,9786,IDOTRR,TA,TA,N,91000
1000,7,1208,2,632,1187,1208,2,6,2006,2006,0,6762,CollgCr,Gd,Gd,Y,206000
1001,3,944,2,528,0,944,1,4,1952,1952,0,10206,Edwards,TA,Fa,N,82000
1002,5,691,1,216,691,691,1,4,1920,1950,0,5400,OldTown,TA,Ex,Y,86000
1003,8,1574,3,824,1574,1574,2,7,2006,2006,1,11957,Somerst,Gd,Gd,Y,232000
1004,5,1680,2,528,1680,1680,2,8,1976,1976,0,11500,NWAmes,TA,TA,Y,136905
1005,7,1504,2,457,1346,1504,2,7,2005,2006,1,3182,Blmngtn,Gd,Gd,Y,181000
1006,5,985,1,328,985,985,2,6,1977,1977,0,8385,CollgCr,Gd,TA,Y,149900
1007,6,1657,2,484,1657,1657,2,7,1970,1970,1,12155,NAmes,TA,TA,Y,163500
1008,4,1092,1,286,546,546,1,6,1970,1970,0,2217,MeadowV,TA,TA,Y,88000
1009,7,1710,2,550,1710,1710,2,7,2004,2005,1,12118,Mitchel,Gd,Gd,Y,240000
1010,5,1522,0,0,1008,1008,2,7,1926,1950,0,6000,SWISU,TA,TA,Y,102000
1011,5,1271,1,312,720,720,2,7,1948,1950,1,21286,Sawyer,TA,TA,Y,135000
1012,5,1664,0,0,0,1664,2,8,1965,1965,0,9825,Edwards,TA,TA,N,100000
1013,6,1502,1,180,602,900,1,7,1923,1996,2,10592,Crawfor,TA,Gd,Y,165000
1014,5,1022,1,280,1022,1022,1,4,1910,2006,0,7200,OldTown,TA,TA,N,85000
1015,6,1082,1,240,1082,1082,1,5,1948,1950,1,11664,NAmes,TA,TA,Y,119200
1016,8,1665,2,528,810,810,2,6,2001,2001,0,8400,NWAmes,Gd,Gd,Y,227000
1017,7,1504,2,478,1504,1504,2,6,1996,1996,1,11883,CollgCr,Gd,Gd,Y,203000
1018,8,1360,2,565,1220,1360,1,4,1984,1984,1,5814,StoneBr,Gd,Gd,Y,187500
1019,7,1472,2,402,384,802,2,7,1991,1992,1,10784,Gilbert,Gd,Gd,Y,160000
1020,7,1506,2,440,1362,1506,2,6,2005,2005,1,3013,Blmngtn,Gd,Gd,Y,213490
1021,4,1132,2,451,1132,1132,1,5,2005,2005,0,7024,Edwards,TA,Gd,Y,176000
1022,7,1220,2,632,1199,1220,2,6,2006,2006,0,7406,CollgCr,Gd,Gd,Y,194000
1023,5,1248,1,160,912,912,1,6,1930,1950,0,9439,OldTown,TA,TA,Y,87000
1024,7,1504,2,437,1346,1504,2,7,2005,2006,1,3182,Blmngtn,Gd,Gd,Y,191000
1025,8,2898,2,665,1565,2898,2,10,1976,1976,1,15498,Timber,Gd,Gd,Y,287000
1026,5,882,2,461,882,882,1,5,1972,1972,0,7700,CollgCr,TA,TA,Y,112500
1027,5,1264,2,461,1268,1264,1,6,1960,1960,2,9300,NAmes,TA,TA,Y,167500
1028,8,1646,3,800,1638,1646,2,7,2007,2008,1,9520,Timber,Gd,Gd,Y,293077
1029,5,1376,1,240,768,968,1,6,1941,1950,1,9492,NAmes,TA,TA,Y,105000
1030,6,1218,1,264,672,672,1,7,1972,1972,0,1680,BrDale,TA,TA,Y,118000
1031,5,1928,0,0,686,948,2,10,1916,1995,0,7082,SWISU,TA,TA,Y,160000
1032,7,3082,2,672,824,1687,2,12,1920,1970,2,15863,SWISU,TA,TA,Y,197000
1033,8,2520,3,796,1338,1352,2,10,1993,1993,1,14541,NoRidge,Gd,Gd,Y,310000
1034,7,1654,3,900,1654,1654,2,6,2002,2002,0,8125,CollgCr,Gd,Gd,Y,230000
1035,5,954,1,240,920,954,1,5,1938,1950,1,6305,Crawfor,TA,Fa,Y,119750
1036,4,845,1,290,0,845,1,5,1957,1957,0,11500,Edwards,TA,TA,N,84000
1037,9,1620,3,912,1620,1620,2,6,2007,2008,1,12898,Timber,Gd,Ex,Y,315500
1038,8,2263,2,905,1055,1055,2,7,2001,2002,1,9240,CollgCr,Gd,Gd,Y,287000
1039,4,1344,0,0,546,798,1,6,1970,2008,1,1533,MeadowV,TA,TA,Y,97000
1040,4,630,1,286,630,630,1,3,1970,1970,0,1477,MeadowV,TA,TA,Y,80000
1041,5,1803,2,484,1134,1803,2,8,1957,2000,1,13125,Sawyer,TA,TA,Y,155000
1042,6,1632,2,484,800,800,1,7,1966,2000,0,9130,NWAmes,TA,Gd,Y,173000
1043,6,1306,2,624,1306,1306,2,5,2005,2005,1,5381,NridgHt,Gd,Gd,Y,196000
1044,7,2329,2,514,1475,1532,2,10,1990,1990,1,11839,SawyerW,TA,Gd,Y,262280
1045,8,2524,2,542,2524,2524,2,9,1981,1981,1,9600,NWAmes,Gd,Gd,Y,278000
1046,3,1733,2,452,0,1733,2,8,1955,1955,1,13680,Edwards,TA,TA,Y,139600
1047,9,2868,3,716,1992,1992,3,11,2005,2006,1,16056,StoneBr,Gd,Ex,Y,556581
1048,5,990,2,672,990,990,1,5,1994,1995,0,9245,CollgCr,TA,TA,Y,145000
1049,5,1771,2,336,0,1771,1,9,1960,2006,1,21750,Mitchel,TA,TA,Y,115000
1050,4,930,1,308,0,930,1,6,1946,2006,0,11100,Edwards,TA,Gd,Y,84900
1051,7,1302,2,436,1302,1302,2,6,2007,2007,0,8993,Gilbert,Gd,Gd,Y,176485
1052,7,1316,2,440,1316,1316,2,6,2007,2007,1,11175,CollgCr,Gd,Gd,Y,200141
1053,6,1977,2,540,816,1127,1,9,1964,1978,1,9500,NAmes,TA,TA,Y,165000
1054,5,1526,1,364,1216,1526,1,7,1957,2002,1,8562,Edwards,TA,TA,Y,144500
1055,8,1989,2,586,1065,1091,2,7,2002,2002,1,11367,CollgCr,Gd,Gd,Y,255000
1056,6,1523,2,478,1193,1523,2,7,1976,1976,1,11361,NWAmes,TA,TA,Y,180000
1057,7,1364,2,484,1364,1364,2,6,2005,2005,1,7052,NridgHt,Gd,Gd,Y,185850
1058,7,1850,2,467,973,979,2,7,1994,1994,1,29959,NoRidge,Gd,Gd,Y,248000
1059,9,2184,3,836,1104,1130,2,10,2008,2008,1,11308,NridgHt,Ex,Ex,Y,335000
1060,6,1991,2,432,854,1096,1,7,1932,1950,1,11275,Crawfor,TA,TA,Y,220000
1061,8,1338,2,582,1338,1338,2,6,2001,2001,0,4920,StoneBr,Gd,Gd,Y,213500
1062,3,894,3,1248,894,894,1,6,1935,1950,0,18000,IDOTRR,Fa,TA,Y,81000
1063,5,2337,2,560,662,1422,2,10,1900,1950,0,13600,OldTown,TA,TA,N,90000
1064,6,1103,2,440,1103,1103,1,5,1925,1980,1,6000,OldTown,TA,Gd,Y,110500
1065,5,1154,2,480,1154,1154,1,6,1966,1966,1,11000,NAmes,TA,TA,Y,154000
1066,7,2260,2,533,1306,1306,2,7,1996,1997,0,14000,ClearCr,Gd,Gd,Y,328000
1067,6,1571,2,380,799,799,2,7,1993,1994,1,7837,Gilbert,Gd,TA,Y,178000
1068,6,1611,2,442,780,798,1,7,1964,1964,0,9760,NAmes,TA,TA,Y,167900
1069,6,2521,2,576,942,1291,2,10,1973,1973,1,3964,MeadowV,TA,TA,Y,151400
1070,5,893,2,576,845,893,1,4,1949,2003,0,9600,NAmes,TA,Gd,Y,135000
1071,5,1048,1,286,1048,1048,1,6,1956,1956,0,10152,NAmes,TA,TA,Y,135000
1072,6,1556,2,441,727,829,1,8,1968,1968,0,11700,NWAmes,TA,TA,Y,154000
1073,5,1456,1,280,810,1002,1,7,1948,1950,1,7585,Edwards,TA,TA,Y,91500
1074,6,1426,2,440,690,698,1,6,1977,1977,0,7950,Edwards,TA,TA,Y,159500
1075,7,1240,3,826,1240,1240,2,5,2006,2006,0,8556,CollgCr,Gd,Gd,Y,194000
1076,7,1740,1,240,800,960,1,6,1940,1984,2,13125,Crawfor,TA,TA,Y,219500
1077,5,1466,2,566,796,1096,2,7,1936,1989,1,10800,OldTown,TA,Gd,Y,170000
1078,5,1096,1,299,1096,1096,1,6,1969,1969,0,15870,NAmes,TA,TA,Y,138800
1079,6,848,2,420,848,848,1,3,2004,2004,1,4435,CollgCr,Gd,Gd,Y,155900
1080,5,990,1,299,990,990,1,5,1994,1994,0,8775,CollgCr,TA,TA,Y,126000
1081,6,1258,2,528,1258,1258,2,5,1971,2004,0,11040,NWAmes,Gd,Gd,Y,145000
1082,5,1040,1,308,1040,1040,1,5,1963,1963,0,7500,Sawyer,TA,TA,Y,133000
1083,7,1459,2,527,1459,1459,2,6,2002,2002,1,8749,CollgCr,Gd,Gd,Y,192000
1084,6,1251,1,461,1251,1251,1,6,1964,1964,2,8800,NAmes,TA,TA,Y,160000
1085,6,1498,2,409,691,691,2,6,1995,1996,1,13031,Gilbert,TA,TA,Y,187500
1086,6,996,2,564,936,996,1,5,1992,1992,0,9069,SawyerW,TA,Gd,Y,147000
1087,4,1092,1,286,546,546,1,6,1973,1973,0,1974,MeadowV,TA,TA,Y,83500
1088,8,1953,3,1043,1082,1082,2,9,2005,2006,1,10574,Somerst,Gd,Gd,Y,252000
1089,7,1709,2,380,970,970,2,7,2004,2004,0,2522,Edwards,Gd,Gd,Y,137500
1090,8,1247,2,550,1247,1247,1,4,2005,2005,1,3316,Somerst,Gd,Gd,Y,197000
1091,3,1040,2,400,0,1040,2,6,1950,1950,0,8544,NAmes,TA,TA,N,92900
1092,7,1252,2,462,600,624,2,4,1999,2000,0,2160,Somerst,Gd,Gd,Y,160000
1093,6,1694,2,576,1181,1390,2,7,1925,1950,1,8400,SWISU,TA,TA,Y,136500
1094,5,1200,2,884,864,1200,1,6,1965,1998,0,9230,NAmes,TA,Gd,Y,146000
1095,5,936,1,308,936,936,1,4,1956,2000,0,5868,NAmes,TA,TA,Y,129000
1096,6,1314,2,440,1314,1314,2,6,2006,2006,1,9317,CollgCr,Gd,Gd,Y,176432
1097,6,1355,0,0,684,773,1,7,1914,2006,0,6882,IDOTRR,TA,Gd,Y,127000
1098,8,1088,2,461,1074,1088,1,5,1986,1986,0,3696,StoneBr,Gd,Gd,Y,170000
1099,4,1324,1,240,672,757,1,6,1936,1950,0,6000,BrkSide,TA,TA,Y,128000
1100,7,1601,2,478,1271,1601,2,7,1978,1978,1,11880,NWAmes,TA,TA,Y,157000
1101,2,438,1,246,290,438,1,3,1920,1950,0,8400,SWISU,TA,Fa,N,60000
1102,5,950,1,280,950,950,1,5,1971,1971,0,9758,NAmes,TA,TA,Y,119500
1103,5,1134,1,254,1010,1134,1,6,1960,2002,0,7000,NAmes,TA,TA,Y,135000
1104,6,1194,2,539,655,1194,1,6,1959,1959,1,8910,NAmes,TA,TA,Y,159500
1105,5,1302,2,440,630,630,2,6,1970,1970,0,2016,BrDale,TA,TA,Y,106000
1106,8,2622,2,712,1463,1500,2,9,1994,1995,2,12256,NoRidge,Gd,Gd,Y,325000
1107,7,1442,2,719,910,1442,2,6,1990,1991,1,10357,SawyerW,Gd,Gd,Y,179900
1108,7,2021,2,422,868,887,2,9,2006,2006,1,23257,Gilbert,Gd,Gd,Y,274725
1109,6,1690,2,463,924,948,2,7,2000,2000,1,8063,Gilbert,TA,TA,Y,181000
1110,8,1836,3,862,1836,1836,2,7,2004,2005,1,11362,NridgHt,Gd,Gd,Y,280000
1111,6,1658,2,431,773,773,2,8,1995,1996,1,8000,Gilbert,TA,TA,Y,188000
1112,7,1964,2,483,803,1098,2,8,1976,1976,1,10480,NWAmes,TA,TA,Y,205000
1113,5,816,1,308,816,816,1,5,1957,1957,0,7100,NAmes,TA,TA,Y,129900
1114,5,1008,1,240,1008,1008,1,6,1953,2006,0,8923,NAmes,TA,Gd,Y,134500
1115,5,833,1,326,833,833,1,4,1954,2000,0,5400,OldTown,TA,Gd,Y,117000
1116,8,1734,3,928,1734,1734,2,7,2007,2007,1,12085,NridgHt,Gd,Ex,Y,318000
1117,8,1419,2,527,408,779,2,7,2002,2002,1,7750,Gilbert,Gd,Gd,Y,184100
