Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,TotalSF,HouseAge,RemodAge,IsRemodeled,Qual_x_Area,Qual_x_TotalSF,HasFireplace,LotRatio,SalePrice
639,5,796,0,796,1,1910,1950,0,8777,Edwards,TA,TA,Y,1592,100,60,1,3980,7960,0,0.090692,85000
640,8,1567,3,1520,2,2006,2006,1,3982,Blmngtn,Gd,Ex,Y,3087,4,4,0,12536,24696,1,0.393521,264561
641,8,1518,2,1518,1,2003,2004,1,12677,NridgHt,Ex,Ex,Y,3036,7,6,1,12144,24288,1,0.119744,274000
642,7,1929,2,1057,2,2001,2001,1,7050,Somerst,Gd,Gd,Y,2986,9,9,0,13503,20902,1,0.273617,226000
643,8,2704,2,1952,2,1972,1995,3,13860,NAmes,Gd,Ex,Y,4656,38,15,1,21632,37248,1,0.195094,345000
644,5,1620,2,780,2,1969,1969,0,10793,NWAmes,TA,TA,Y,2400,41,41,0,8100,12000,0,0.150097,152000
645,9,1766,3,1766,2,2009,2009,1,9187,Somerst,Ex,Ex,Y,3532,1,1,0,15894,31788,1,0.192228,370878
646,6,981,2,981,1,1971,1971,0,10530,NAmes,TA,TA,Y,1962,39,39,0,5886,11772,0,0.093162,143250
647,5,1048,2,0,1,1950,1950,0,7200,NAmes,TA,TA,Y,1048,60,60,0,5240,5240,0,0.145556,98300
648,6,1094,2,1094,1,1953,1953,2,10452,Edwards,TA,TA,Y,2188,57,57,0,6564,13128,1,0.104669,155000
649,6,1839,2,756,1,1966,1966,1,7700,NAmes,TA,TA,Y,2595,44,44,0,11034,15570,1,0.238831,155000
650,4,630,0,630,1,1970,1970,0,1936,MeadowV,TA,TA,Y,1260,40,40,0,2520,5040,0,0.325413,84500
651,7,1665,2,813,2,2007,2007,0,8125,Somerst,Gd,Gd,Y,2478,3,3,0,11655,17346,0,0.204923,205950
652,4,1510,1,755,1,1940,1950,1,9084,Edwards,TA,TA,Y,2265,70,60,1,6040,9060,1,0.166226,108000
653,7,1716,2,880,2,1996,1996,1,8750,CollgCr,Gd,Gd,Y,2596,14,14,0,12012,18172,1,0.196114,191000
654,6,1469,1,756,1,1906,1995,0,10320,IDOTRR,TA,TA,Y,2225,104,15,1,8814,13350,0,0.142345,135000
655,8,2113,3,2109,2,1995,1995,1,10437,NoRidge,Gd,Gd,Y,4222,15,15,0,16904,33776,1,0.202453,350000
656,6,1092,1,525,1,1971,1971,0,1680,BrDale,TA,TA,Y,1617,39,39,0,6552,9702,0,0.65,88000
657,5,1053,1,1053,1,1959,2006,0,10007,NAmes,Gd,Gd,Y,2106,51,4,1,5265,10530,0,0.105226,145500
658,7,1502,1,776,1,1931,2000,1,7200,Crawfor,TA,TA,Y,2278,79,10,1,10514,15946,1,0.208611,149000
659,6,1458,1,912,1,1948,1950,1,17503,NAmes,TA,TA,Y,2370,62,60,1,8748,14220,1,0.0833,97500
660,5,1486,2,1486,1,1964,1999,0,9937,Edwards,TA,TA,Y,2972,46,11,1,7430,14860,0,0.149542,167000
661,7,1935,2,793,2,1976,1976,1,12384,NWAmes,TA,TA,Y,2728,34,34,0,13545,19096,1,0.15625,197900
662,8,2448,3,1629,2,1994,2005,1,46589,NoRidge,Gd,Gd,Y,4077,16,5,1,19584,32616,1,0.052545,402000
663,6,1392,2,1392,1,1968,1968,2,13560,NAmes,TA,TA,Y,2784,42,42,0,8352,16704,1,0.102655,110000
664,4,1181,2,1138,2,1972,1972,0,10012,Edwards,TA,TA,Y,2319,38,38,0,4724,9276,0,0.117958,137500
665,8,2097,3,2077,1,2005,2006,1,20896,Somerst,Gd,Ex,Y,4174,5,4,1,16776,33392,1,0.100354,423000
666,8,1936,2,1406,2,2000,2000,1,11194,Gilbert,Gd,Gd,Y,3342,10,10,0,15488,26736,1,0.17295,230500
667,6,2380,2,1021,2,1965,1979,1,18450,NAmes,TA,TA,Y,3401,45,31,1,14280,20406,1,0.128997,129000
668,6,1679,2,1408,2,1994,1998,1,8125,SawyerW,TA,Gd,Y,3087,16,12,1,10074,18522,1,0.206646,193500
669,5,1437,2,1188,1,1956,1987,1,14175,Sawyer,TA,TA,Y,2625,54,23,1,7185,13125,1,0.101376,168000
670,4,1180,1,700,1,1922,1950,1,11600,Crawfor,TA,Fa,Y,1880,88,60,1,4720,7520,1,0.101724,137500
671,6,1476,2,738,2,2005,2005,0,8633,CollgCr,Gd,Gd,Y,2214,5,5,0,8856,13284,0,0.170972,173500
672,6,1369,1,672,2,1925,1950,0,6629,Edwards,TA,TA,N,2041,85,60,1,8214,12246,0,0.206517,103600
673,6,1208,2,1208,1,1977,1977,1,11250,Veenker,Gd,TA,Y,2416,33,33,0,7248,14496,1,0.107378,165000
674,6,1839,2,1477,2,1957,2004,2,14442,Crawfor,TA,Gd,Y,3316,53,6,1,11034,19896,1,0.127337,257500
675,6,1136,1,1136,1,1965,1965,1,9200,NAmes,TA,TA,Y,2272,45,45,0,6816,13632,1,0.123478,140000
676,6,1441,2,855,2,1978,1978,1,2289,NPkVill,TA,TA,Y,2296,32,32,0,8646,13776,1,0.629533,148500
677,4,1774,3,1095,2,1900,1950,0,9600,OldTown,TA,TA,N,2869,110,60,1,7096,11476,0,0.184792,87000
678,5,792,1,768,1,1924,2006,0,9022,OldTown,Gd,Gd,Y,1560,86,4,1,3960,7800,0,0.087785,109500
679,8,2046,3,2046,2,2008,2008,1,11844,StoneBr,Gd,Gd,Y,4092,2,2,0,16368,32736,1,0.172746,372500
680,5,988,2,988,1,1961,1961,0,9945,Sawyer,TA,TA,Y,1976,49,49,0,4940,9880,0,0.099346,128500
681,6,923,1,923,2,1980,1980,1,8012,SawyerW,TA,TA,Y,1846,30,30,0,5538,11076,1,0.115202,143000
682,5,1520,1,793,1,1932,2000,0,4500,SWISU,TA,TA,Y,2313,78,10,1,7600,11565,0,0.337778,159434
683,6,1291,2,1291,1,1996,1997,1,2887,ClearCr,TA,Gd,Y,2582,14,13,1,7746,15492,1,0.447177,173000
684,9,1668,3,1626,2,2002,2002,1,11248,CollgCr,Gd,Gd,Y,3294,8,8,0,15012,29646,1,0.148293,285000
685,7,1839,2,1195,2,1998,1998,0,16770,NoRidge,Gd,TA,Y,3034,12,12,0,12873,21238,0,0.10966,221000
686,7,2090,2,1190,2,1984,1984,1,5062,StoneBr,Gd,Gd,Y,3280,26,26,0,14630,22960,1,0.41288,207500
687,7,1761,2,874,3,2007,2007,0,10207,Somerst,Gd,Gd,Y,2635,3,3,0,12327,18445,0,0.172529,227875
688,7,1102,2,551,2,2004,2004,0,5105,Somerst,Gd,Gd,Y,1653,6,6,0,7714,11571,0,0.215867,148800
689,8,1419,2,1419,2,2007,2007,1,8089,StoneBr,Gd,Gd,Y,2838,3,3,0,11352,22704,1,0.175423,392000
690,6,1362,2,1362,2,2005,2006,1,7577,NridgHt,Gd,Gd,Y,2724,5,4,1,8172,16344,1,0.179755,194700
691,6,848,2,848,1,2004,2004,1,4426,CollgCr,Gd,Gd,Y,1696,6,6,0,5088,10176,1,0.191595,141000
692,10,4316,3,2444,3,1994,1995,2,21535,NoRidge,Ex,Ex,Y,6760,16,15,1,43160,67600,1,0.200418,755000
693,7,2519,2,1210,2,1989,1990,2,26178,Timber,Gd,Gd,Y,3729,21,20,1,17633,26103,1,0.096226,335000
694,5,1073,1,1073,1,1921,1968,0,5400,OldTown,TA,TA,Y,2146,89,42,1,5365,10730,0,0.198704,108480
695,5,1539,2,927,1,1936,1950,0,6120,BrkSide,TA,TA,Y,2466,74,60,1,7695,12330,0,0.251471,141500
696,6,1137,2,1112,2,1987,1987,1,13811,Timber,TA,Gd,Y,2249,23,23,0,6822,13494,1,0.082326,176000
697,5,616,1,616,1,1921,1950,0,6000,BrkSide,TA,TA,Y,1232,89,60,1,3080,6160,0,0.102667,89000
698,5,1148,1,980,1,1952,1952,0,6420,Edwards,TA,TA,Y,2128,58,58,0,5740,10640,0,0.178816,123500
699,5,894,1,894,1,1965,2009,1,8450,Sawyer,TA,TA,Y,1788,45,1,1,4470,8940,1,0.105799,138500
700,7,1391,2,1391,2,2004,2004,0,4282,Somerst,Gd,Gd,Y,2782,6,6,0,9737,19474,0,0.324848,196000
701,8,1800,3,1800,2,2002,2002,1,14331,Timber,Gd,Gd,Y,3600,8,8,0,14400,28800,1,0.125602,312500
702,7,1164,2,1164,1,1969,1969,0,9600,NWAmes,TA,TA,Y,2328,41,41,0,8148,16296,0,0.12125,140000
703,8,2576,3,1234,2,2006,2006,1,12438,StoneBr,Ex,Ex,Y,3810,4,4,0,20608,30480,1,0.207107,361919
704,5,1812,2,360,2,1900,1996,1,7630,OldTown,TA,Gd,Y,2172,110,14,1,9060,10860,1,0.237484,140000
705,7,1484,2,1473,2,2004,2005,0,8400,CollgCr,Gd,Gd,Y,2957,6,5,1,10388,20699,0,0.176667,213000
706,4,1092,0,0,2,1930,1950,0,5600,IDOTRR,Fa,Fa,N,1092,80,60,1,4368,4368,0,0.195,55000
707,7,1824,2,1643,2,1971,2002,2,115149,ClearCr,TA,Gd,Y,3467,39,8,1,12768,24269,1,0.01584,302000
708,8,1324,2,1324,2,2006,2006,1,6240,NridgHt,Gd,Gd,Y,2648,4,4,0,10592,21184,1,0.212179,254000
709,7,1456,2,728,2,2007,2007,1,9018,Gilbert,Gd,Gd,Y,2184,3,3,0,10192,15288,1,0.161455,179540
710,5,904,1,876,1,1966,1966,0,7162,Sawyer,TA,TA,Y,1780,44,44,0,4520,8900,0,0.126222,109900
711,3,729,0,270,1,1935,2003,0,4130,BrkSide,Gd,TA,Y,999,75,7,1,2187,2997,0,0.176513,52000
712,4,1178,1,859,1,1900,1950,0,8712,IDOTRR,TA,TA,Y,2037,110,60,1,4712,8148,0,0.135216,102776
713,8,1228,2,1228,2,1988,1989,1,4671,StoneBr,Gd,Gd,Y,2456,22,21,1,9824,19648,1,0.262899,189000
714,4,960,2,960,1,1970,1970,0,9873,BrkSide,TA,TA,N,1920,40,40,0,3840,7680,0,0.097235,129000
715,6,1479,2,725,2,1976,2005,0,13517,Sawyer,Gd,Gd,Y,2204,34,5,1,8874,13224,0,0.109418,130500
716,6,1350,2,1064,2,1974,1974,1,10140,NWAmes,TA,TA,Y,2414,36,36,0,8100,14484,1,0.133136,165000
717,7,2554,2,718,1,1890,1998,0,10800,OldTown,TA,TA,Y,3272,120,12,1,17878,22904,0,0.236481,159500
718,5,1178,2,1176,1,1973,2000,1,10000,NWAmes,TA,Gd,Y,2354,37,10,1,5890,11770,1,0.1178,157000
719,7,2418,3,1311,2,1993,1994,1,10542,NoRidge,Gd,Gd,Y,3729,17,16,1,16926,26103,1,0.229368,341000
720,5,971,1,971,1,1969,1969,1,9920,CollgCr,TA,TA,Y,1942,41,41,0,4855,9710,1,0.097883,128500
721,8,1742,2,1742,2,1985,1985,1,6563,StoneBr,Gd,Gd,Y,3484,25,25,0,13936,27872,1,0.265427,275000
722,6,848,2,848,1,2004,2004,0,4426,CollgCr,Gd,Gd,Y,1696,6,6,0,5088,10176,0,0.191595,143000
723,4,864,2,864,1,1970,1970,0,8120,NAmes,TA,TA,Y,1728,40,40,0,3456,6912,0,0.106404,124500
724,4,1470,1,941,2,1954,1972,0,8172,Edwards,TA,TA,Y,2411,56,38,1,5880,9644,0,0.179883,135000
725,9,1698,3,1698,2,2007,2008,1,13286,Edwards,Ex,Ex,Y,3396,3,2,1,15282,30564,1,0.127804,320000
726,4,864,2,864,1,1970,1970,0,6960,NAmes,TA,Gd,Y,1728,40,40,0,3456,6912,0,0.124138,120500
727,6,1680,2,880,2,1988,2007,1,21695,Crawfor,Gd,Gd,Y,2560,22,3,1,10080,15360,1,0.077437,222000
728,7,1232,2,1232,2,2007,2007,0,7314,CollgCr,Gd,Gd,Y,2464,3,3,0,8624,17248,0,0.168444,194500
729,5,1776,3,1584,2,1958,1958,0,11475,NAmes,TA,TA,Y,3360,52,52,0,8880,16800,0,0.154771,110000
730,4,1208,2,780,1,1925,1950,0,6240,IDOTRR,TA,TA,Y,1988,85,60,1,4832,7952,0,0.19359,103000
731,8,1616,2,1595,2,1995,1996,1,5389,StoneBr,Gd,Gd,Y,3211,15,14,1,12928,25688,1,0.29987,236500
732,7,1146,2,868,2,2003,2003,1,9590,Timber,Gd,Gd,Y,2014,7,7,0,8022,14098,1,0.119499,187500
733,7,2031,2,1153,2,1998,1999,1,11404,CollgCr,Gd,Gd,Y,3184,12,11,1,14217,22288,1,0.178095,222500
734,5,1144,1,864,1,1961,1983,1,10000,Sawyer,TA,TA,Y,2008,49,27,1,5720,10040,1,0.1144,131400
735,5,948,1,948,1,1968,1968,0,8978,Sawyer,TA,TA,Y,1896,42,42,0,4740,9480,0,0.105591,108000
736,7,1768,2,880,1,1914,1970,2,10800,OldTown,TA,TA,N,2648,96,40,1,12376,18536,1,0.163704,163000
737,3,1040,2,0,2,1950,1950,0,8544,NAmes,TA,TA,N,1040,60,60,0,3120,3120,0,0.121723,93500
738,8,1801,3,893,2,2005,2005,1,10463,Gilbert,Gd,Gd,Y,2694,5,5,0,14408,21552,1,0.17213,239900
739,5,1200,0,1200,3,1987,1988,0,10800,Edwards,TA,TA,Y,2400,23,22,1,6000,12000,0,0.111111,179000
740,7,1728,2,864,2,2004,2004,0,9313,CollgCr,Gd,Gd,Y,2592,6,6,0,12096,18144,0,0.185547,190000
741,5,1432,2,264,2,1910,2002,0,9600,OldTown,TA,TA,Y,1696,100,8,1,7160,8480,0,0.149167,132000
742,6,912,1,912,1,1961,1996,0,6768,Sawyer,TA,Gd,Y,1824,49,14,1,5472,10944,0,0.134752,142000
743,7,1349,2,1349,2,2000,2001,0,8450,SawyerW,TA,TA,Y,2698,10,9,1,9443,18886,0,0.159645,179000
744,5,1464,2,520,2,1963,1999,1,12886,Sawyer,TA,TA,Y,1984,47,11,1,7320,9920,1,0.113612,175000
745,8,1337,2,1337,2,1993,1993,1,5395,StoneBr,Gd,Gd,Y,2674,17,17,0,10696,21392,1,0.247822,180000
746,8,2715,2,1142,3,1976,1996,2,8963,NWAmes,Ex,Gd,Y,3857,34,14,1,21720,30856,1,0.302912,299800
747,7,2256,2,952,2,2000,2000,1,8795,Gilbert,Gd,Gd,Y,3208,10,10,0,15792,22456,1,0.256509,236000
748,7,2640,4,1240,1,1880,2003,1,11700,OldTown,Gd,Gd,N,3880,130,7,1,18480,27160,1,0.225641,265979
749,7,1720,2,1720,2,1996,1996,1,10593,NoRidge,Gd,Gd,Y,3440,14,14,0,12040,24080,1,0.162371,260400
750,4,1529,1,0,2,1945,1950,0,8405,Edwards,TA,TA,N,1529,65,60,1,6116,6116,0,0.181916,98000
751,4,1140,0,576,1,1910,2004,0,8800,OldTown,TA,TA,Y,1716,100,6,1,4560,6864,0,0.129545,96500
752,7,1320,2,660,2,2003,2003,0,7750,Gilbert,Gd,Gd,Y,1980,7,7,0,9240,13860,0,0.170323,162000
753,6,1494,2,1479,2,1997,1997,0,9236,CollgCr,TA,Gd,Y,2973,13,13,0,8964,17838,0,0.161758,217000
754,8,2098,3,1030,2,2005,2005,1,10240,NridgHt,Gd,Ex,Y,3128,5,5,0,16784,25024,1,0.204883,275500
755,6,1026,2,1026,1,1969,2005,0,7930,NAmes,TA,Gd,Y,2052,41,5,1,6156,12312,0,0.129382,156000
756,6,1471,2,729,2,1999,1999,0,3230,Somerst,TA,TA,Y,2200,11,11,0,8826,13200,0,0.455418,172500
757,8,1768,2,866,2,2007,2007,0,10769,CollgCr,Gd,Gd,Y,2634,3,3,0,14144,21072,0,0.164175,212000
758,6,1386,2,672,2,1978,1978,1,11616,Sawyer,TA,TA,Y,2058,32,32,0,8316,12348,1,0.119318,158900
759,7,1501,2,744,2,1999,1999,0,2280,Somerst,TA,TA,Y,2245,11,11,0,10507,15715,0,0.658333,179400
760,8,2531,3,1318,2,1995,1995,1,12257,NoRidge,Gd,Gd,Y,3849,15,15,0,20248,30792,1,0.206494,290000
761,6,864,1,864,1,1959,1959,0,9100,NAmes,TA,TA,Y,1728,51,51,0,5184,10368,0,0.094945,127500
762,5,1301,2,1145,1,1924,1950,0,6911,BrkSide,TA,Fa,Y,2446,86,60,1,6505,12230,0,0.188251,100000
763,7,1547,2,756,2,2009,2009,0,8640,Somerst,TA,Gd,Y,2303,1,1,0,10829,16121,0,0.179051,215200
764,8,2365,3,1252,2,1999,1999,1,9430,NoRidge,Gd,Gd,Y,3617,11,11,0,18920,28936,1,0.250795,337000
765,8,1494,2,1494,1,1995,1996,1,9549,Veenker,Gd,Ex,Y,2988,15,14,1,11952,23904,1,0.156456,270000
766,9,1506,2,1498,2,2008,2008,1,14587,Somerst,Gd,Ex,Y,3004,2,2,0,13554,27036,1,0.103243,264132
767,7,1714,2,980,2,1988,1988,1,10421,NWAmes,TA,TA,Y,2694,22,22,0,11998,18858,1,0.164476,196500
768,6,1750,1,983,2,1940,1985,0,12508,Mitchel,TA,TA,Y,2733,70,25,1,10500,16398,0,0.13991,160000
769,7,1836,2,1860,2,2004,2005,1,9100,CollgCr,Gd,Gd,Y,3696,6,5,1,12852,25872,1,0.201758,216837
770,8,3279,3,1650,3,2003,2003,1,53504,StoneBr,Ex,Ex,Y,4929,7,7,0,26232,39432,1,0.061285,538000
771,5,858,2,858,1,1982,1982,0,7252,Sawyer,TA,TA,Y,1716,28,28,0,4290,8580,0,0.118312,134900
772,4,1220,2,836,1,1951,1951,0,8877,Edwards,TA,TA,Y,2056,59,59,0,4880,8224,0,0.137434,102000
773,6,1117,2,1029,1,1976,1976,1,7819,Edwards,TA,TA,Y,2146,34,34,0,6702,12876,1,0.142857,107000
774,5,912,1,912,1,1958,1958,0,10150,NAmes,TA,TA,Y,1824,52,52,0,4560,9120,0,0.089852,114500
775,8,1973,3,1935,2,2006,2006,1,14226,NridgHt,Gd,Gd,Y,3908,4,4,0,15784,31264,1,0.13869,395000
776,6,1204,2,1204,2,1998,1998,0,4500,Mitchel,TA,TA,Y,2408,12,12,0,7224,14448,0,0.267556,162000
777,7,1614,3,1614,2,2005,2006,0,11210,CollgCr,Gd,Gd,Y,3228,5,4,1,11298,22596,0,0.143979,221500
778,5,894,2,864,1,1974,1974,1,13350,Sawyer,TA,TA,Y,1758,36,36,0,4470,8790,1,0.066966,142500
779,5,2020,2,0,2,1977,1977,2,8400,SawyerW,TA,TA,Y,2020,33,33,0,10100,10100,1,0.240476,144000
780,6,1004,2,975,1,1977,1977,0,10530,Mitchel,TA,TA,Y,1979,33,33,0,6024,11874,0,0.095347,135000
781,7,1253,2,1237,2,1995,1996,1,7875,Gilbert,TA,TA,Y,2490,15,14,1,8771,17430,1,0.159111,176000
782,6,1603,2,761,2,1992,1992,0,7153,SawyerW,Gd,Gd,Y,2364,18,18,0,9618,14184,0,0.224102,175900
783,7,1430,2,1413,2,2001,2002,0,16285,CollgCr,Gd,Gd,Y,2843,9,8,1,10010,19901,0,0.087811,187100
784,5,1110,2,1097,1,1978,1978,1,9101,Mitchel,TA,Gd,Y,2207,32,32,0,5550,11035,1,0.121965,165500
785,6,1484,0,742,2,1914,2001,1,6300,OldTown,TA,TA,Y,2226,96,9,1,8904,13356,1,0.235556,128000
786,6,1342,2,1372,2,1967,1967,1,9790,NWAmes,TA,TA,Y,2714,43,43,0,8052,16284,1,0.137079,161500
787,5,1652,1,686,2,1915,1950,0,10800,OldTown,TA,TA,Y,2338,95,60,1,8260,11690,0,0.152963,139000
788,7,2084,2,956,2,2004,2004,0,10142,SawyerW,Gd,Gd,Y,3040,6,6,0,14588,21280,0,0.205482,233000
789,4,901,1,901,1,1954,2000,0,6000,OldTown,TA,TA,Y,1802,56,10,1,3604,7208,0,0.150167,107900
790,6,2087,2,832,2,1966,2007,0,12205,ClearCr,TA,Gd,Y,2919,44,3,1,12522,17514,0,0.170995,187500
791,7,1145,2,1145,2,2005,2006,1,3182,Blmngtn,Gd,Gd,Y,2290,5,4,1,8015,16030,1,0.359837,160200
792,6,1062,2,1029,1,1976,1976,2,11333,Mitchel,TA,TA,Y,2091,34,34,0,6372,12546,1,0.093709,146800
793,7,2013,2,1117,2,1996,1997,1,9920,NoRidge,Gd,TA,Y,3130,14,13,1,14091,21910,1,0.202923,269790
794,8,1496,2,1496,2,2007,2007,0,9158,Somerst,Gd,Gd,Y,2992,3,3,0,11968,23936,0,0.163354,225000
795,7,1895,2,712,2,1994,1996,1,10832,Gilbert,Gd,Gd,Y,2607,16,14,1,13265,18249,1,0.174945,194500
796,6,1564,2,650,2,1980,1981,1,8400,SawyerW,TA,TA,Y,2214,30,29,1,9384,13284,1,0.18619,171000
797,6,1285,2,660,1,1977,1977,1,8197,Sawyer,TA,TA,Y,1945,33,33,0,7710,11670,1,0.156765,143500
798,5,773,1,773,1,1953,1953,0,7677,NAmes,TA,TA,Y,1546,57,57,0,3865,7730,0,0.10069,110000
799,9,3140,3,1926,3,2008,2009,2,13518,NridgHt,Ex,Ex,Y,5066,2,1,1,28260,45594,1,0.232283,485000
800,5,1768,1,731,1,1937,1950,2,7200,SWISU,TA,Gd,Y,2499,73,60,1,8840,12495,1,0.245556,175000
801,6,1688,2,616,2,1997,1997,0,12798,ClearCr,TA,Gd,Y,2304,13,13,0,10128,13824,0,0.131896,200000
802,4,1196,2,1196,1,1916,1990,0,4800,IDOTRR,TA,TA,Y,2392,94,20,1,4784,9568,0,0.249167,109900
803,7,1456,2,728,2,2005,2005,1,8199,CollgCr,Gd,Gd,Y,2184,5,5,0,10192,15288,1,0.177583,189000
804,9,2822,3,1734,3,2008,2009,1,13891,NridgHt,Ex,Ex,Y,4556,2,1,1,25398,41004,1,0.203153,582933
805,5,1128,1,936,1,1954,1954,0,9000,NAmes,TA,TA,Y,2064,56,56,0,5640,10320,0,0.125333,118000
806,7,1428,2,1417,2,2008,2008,0,12274,Somerst,Gd,Ex,Y,2845,2,2,0,9996,19915,0,0.116343,227680
807,5,980,1,980,2,1967,1967,0,9750,NAmes,TA,TA,Y,1960,43,43,0,4900,9800,0,0.100513,135500
808,5,1576,2,1324,1,1923,2004,1,21384,BrkSide,TA,Gd,Y,2900,87,6,1,7880,14500,1,0.0737,223500
809,5,1086,2,1024,1,1966,1966,1,13400,NAmes,TA,TA,Y,2110,44,44,0,5430,10550,1,0.081045,159950
810,5,2138,2,849,2,1898,1965,0,8100,OldTown,TA,TA,N,2987,112,45,1,10690,14935,0,0.263951,106000
811,6,1309,2,1040,1,1974,1999,1,10140,NWAmes,TA,Gd,Y,2349,36,11,1,7854,14094,1,0.129093,181000
812,6,848,2,848,1,2004,2004,1,4438,CollgCr,Gd,Gd,Y,1696,6,6,0,5088,10176,1,0.191077,144500
813,5,1044,2,540,1,1952,1952,0,8712,IDOTRR,Fa,Fa,N,1584,58,58,0,5220,7920,0,0.119835,55993
814,6,1442,1,1442,1,1958,1958,0,9750,NAmes,TA,TA,Y,2884,52,52,0,8652,17304,0,0.147897,157900
815,5,1250,1,686,1,1918,1950,0,8248,Edwards,TA,Fa,Y,1936,92,60,1,6250,9680,0,0.151552,116000
816,7,1661,2,1649,2,1998,1998,0,12137,CollgCr,TA,Gd,Y,3310,12,12,0,11627,23170,0,0.136854,224900
817,5,1008,1,1008,1,1954,1954,1,11425,NAmes,TA,TA,Y,2016,56,56,0,5040,10080,1,0.088228,137000
818,8,1689,3,1568,2,2002,2002,2,13265,Mitchel,Gd,Gd,Y,3257,8,8,0,13512,26056,1,0.127328,271000
819,6,1052,2,1010,1,1971,1971,0,8816,ClearCr,TA,TA,Y,2062,39,39,0,6312,12372,0,0.119328,155000
820,7,1358,2,1358,2,2009,2010,1,6371,NridgHt,Gd,Gd,Y,2716,1,0,1,9506,19012,1,0.213153,224000
821,7,1640,2,798,2,2003,2003,0,7226,CollgCr,Gd,Gd,Y,2438,7,7,0,11480,17066,0,0.226958,183000
822,4,936,2,936,1,1953,1953,0,6000,OldTown,Fa,TA,N,1872,57,57,0,3744,7488,0,0.156,93000
823,7,1733,2,847,2,2003,2003,1,12394,Gilbert,Gd,Gd,Y,2580,7,7,0,12131,18060,1,0.139826,225000
824,6,1489,1,778,2,1940,1950,1,9900,SWISU,TA,TA,Y,2267,70,60,1,8934,13602,1,0.150404,139500
825,8,1489,2,1489,2,2006,2006,1,11216,Somerst,Gd,Gd,Y,2978,4,4,0,11912,23824,1,0.132757,232600
826,10,2084,3,2078,2,2007,2008,1,14803,NridgHt,Ex,Ex,Y,4162,3,2,1,20840,41620,1,0.140782,385000
827,5,784,0,784,1,1924,1950,0,6130,BrkSide,TA,Gd,Y,1568,86,60,1,3920,7840,0,0.127896,109500
828,7,1434,2,1454,2,2001,2001,1,8529,SawyerW,Gd,Gd,Y,2888,9,9,0,10038,20216,1,0.168132,189000
829,5,2126,2,1013,2,1967,1967,0,28698,ClearCr,TA,TA,Y,3139,43,43,0,10630,15695,0,0.074082,185000
830,7,1223,2,600,2,2005,2005,0,2544,Somerst,Gd,Gd,Y,1823,5,5,0,8561,12761,0,0.480739,147400
831,6,1392,2,1392,1,1957,1957,2,11900,NAmes,TA,TA,Y,2784,53,53,0,8352,16704,1,0.116975,166000
832,7,1200,2,600,2,2005,2005,0,3180,Somerst,TA,Gd,Y,1800,5,5,0,8400,12600,0,0.377358,151000
833,7,1829,2,941,2,2003,2003,1,9548,CollgCr,Gd,Gd,Y,2770,7,7,0,12803,19390,1,0.191558,237000
834,6,1516,2,1516,1,1964,1964,0,10004,NAmes,TA,TA,Y,3032,46,46,0,9096,18192,0,0.151539,167000
835,5,1144,2,1144,1,1961,1961,0,7875,NAmes,TA,TA,Y,2288,49,49,0,5720,11440,0,0.14527,139950
836,4,1067,2,1067,2,1950,1995,0,9600,Sawyer,TA,Gd,Y,2134,60,15,1,4268,8536,0,0.111146,128000
837,5,1559,2,1559,1,1948,1973,0,8100,OldTown,TA,TA,Y,3118,62,37,1,7795,15590,0,0.192469,153500
838,6,987,1,483,1,1973,1973,0,1680,BrDale,TA,TA,Y,1470,37,37,0,5922,8820,0,0.5875,100000
839,5,1099,1,1099,1,1995,2006,0,9525,CollgCr,TA,Gd,Y,2198,15,4,1,5495,10990,0,0.115381,144000
840,5,1200,1,768,1,1946,1995,0,11767,Edwards,TA,TA,Y,1968,64,15,1,6000,9840,0,0.10198,130500
841,6,1482,1,672,2,1925,1950,0,12155,SWISU,TA,Fa,N,2154,85,60,1,8892,12924,0,0.121925,140000
842,5,1539,2,650,2,1904,2002,1,10440,OldTown,TA,Gd,Y,2189,106,8,1,7695,10945,1,0.147414,157500
843,6,1165,2,1127,1,1966,1966,0,9020,NAmes,TA,TA,Y,2292,44,44,0,6990,13752,0,0.129157,174900
844,5,1800,0,1800,2,1961,1961,0,8000,NAmes,TA,TA,N,3600,49,49,0,9000,18000,0,0.225,141000
845,5,1416,3,876,1,1915,1950,1,12665,OldTown,TA,TA,Y,2292,95,60,1,7080,11460,1,0.111804,153900
846,5,1701,2,1390,2,1975,1981,2,16647,Sawyer,TA,TA,Y,3091,35,29,1,8505,15455,1,0.102181,171000
847,7,1775,2,740,2,1993,1993,1,9317,SawyerW,Gd,Gd,Y,2515,17,17,0,12425,17605,1,0.190512,213000
848,5,864,1,864,1,1972,1972,1,15523,CollgCr,TA,TA,Y,1728,38,38,0,4320,8640,1,0.055659,133500
849,6,2358,2,907,3,1908,1997,1,45600,ClearCr,TA,TA,Y,3265,102,13,1,14148,19590,1,0.051711,240000
850,6,1855,2,528,2,1976,1994,1,9600,Veenker,Gd,TA,Y,2383,34,16,1,11130,14298,1,0.193229,187000
851,6,848,2,848,1,2003,2003,0,4435,CollgCr,Gd,Gd,Y,1696,7,7,0,5088,10176,0,0.191206,131500
